epoch,train_loss,valid_loss,COCOMetric,time
0,0.40043705701828003,0.29284751415252686,0.6842181113034286,00:07
1,0.4021105468273163,0.2867213785648346,0.6662692706525621,00:06
2,0.3967384397983551,0.298490434885025,0.6762140096793563,00:05
3,0.3962034583091736,0.30823779106140137,0.6412210857036791,00:05
4,0.39408034086227417,0.2981697618961334,0.6187391281144922,00:05
5,0.3919118046760559,0.30076834559440613,0.6831649875513867,00:05
6,0.3954096734523773,0.3170555531978607,0.6628119359555004,00:06
7,0.3985612094402313,0.3057137429714203,0.6830086523145068,00:06
8,0.40053701400756836,0.3046225905418396,0.6147098690961532,00:05
9,0.3993971049785614,0.29987844824790955,0.6899223731896998,00:05
10,0.38887399435043335,0.30520105361938477,0.6323308018906383,00:06
11,0.3799356520175934,0.3125458359718323,0.6405278483633798,00:05
12,0.3795728087425232,0.3242454528808594,0.719493294567552,00:05
13,0.38551703095436096,0.33707118034362793,0.6006975430659641,00:05
14,0.3883255422115326,0.3199799358844757,0.6470959357840547,00:06
15,0.3853209912776947,0.3198769688606262,0.5770571477437599,00:05
16,0.38821181654930115,0.31643784046173096,0.6107636324211083,00:06
17,0.3858186900615692,0.3032240569591522,0.6633803996163163,00:05
18,0.3770958483219147,0.29901838302612305,0.6682448561480162,00:06
19,0.3735380172729492,0.29409047961235046,0.7009556762127824,00:05
20,0.3695444166660309,0.2886747419834137,0.6716952072565747,00:06
21,0.3698098659515381,0.2896651029586792,0.691948040957942,00:06
22,0.3640815317630768,0.2860889732837677,0.6948119335743098,00:05
23,0.36371320486068726,0.2896152436733246,0.7017514013306093,00:05
24,0.35747209191322327,0.29283788800239563,0.6566013433641501,00:05
25,0.35738781094551086,0.28691819310188293,0.68581426850168,00:05
26,0.34722504019737244,0.2852000594139099,0.6809680968096811,00:05
27,0.35410961508750916,0.2854684293270111,0.680039007446844,00:05
28,0.3509347140789032,0.2824437618255615,0.6775701788332914,00:05
29,0.34529587626457214,0.27695637941360474,0.7244650352428142,00:06
30,0.3462085723876953,0.2820558249950409,0.7059944250238976,00:06
31,0.3460903763771057,0.28406190872192383,0.707146127656244,00:06
32,0.3434036672115326,0.28180161118507385,0.7074010982878826,00:06
33,0.3383396565914154,0.28132811188697815,0.699138393887709,00:05
34,0.34408852458000183,0.28247538208961487,0.6915215574748964,00:06
35,0.34379565715789795,0.2767701745033264,0.6869059229462291,00:05
36,0.340765118598938,0.28190308809280396,0.6949627013983448,00:06
37,0.33623236417770386,0.27882084250450134,0.691868425973032,00:06
38,0.33950984477996826,0.27668496966362,0.7110195863908735,00:06
39,0.34602367877960205,0.2767285108566284,0.7098094553045048,00:06
40,0.34554651379585266,0.2774003744125366,0.7016870421377978,00:06
41,0.34005385637283325,0.2766388952732086,0.7323176748573073,00:06
42,0.34274759888648987,0.27932673692703247,0.7118091282812492,00:06
43,0.34616562724113464,0.2818566560745239,0.6961629825986261,00:06
44,0.34499019384384155,0.2866916358470917,0.6966781796409999,00:06
45,0.3419460356235504,0.27583542466163635,0.6973165173660223,00:06
46,0.3386915624141693,0.27744632959365845,0.6990690331973156,00:06
47,0.3393072783946991,0.27783095836639404,0.6920423196165769,00:07
48,0.34015974402427673,0.28032004833221436,0.6927582758275828,00:07
49,0.34217771887779236,0.2736608386039734,0.7333173482183383,00:07
50,0.34623706340789795,0.2766629159450531,0.7060207107667287,00:07
51,0.3403249680995941,0.2732766270637512,0.7133422627977083,00:06
52,0.3301225006580353,0.2687077224254608,0.7168722824663419,00:07
53,0.33246833086013794,0.277190625667572,0.7313126166096463,00:06
54,0.3391778767108917,0.2761860489845276,0.703991080697607,00:06
55,0.3342975080013275,0.278326153755188,0.6969229145136735,00:06
56,0.3284178674221039,0.27544140815734863,0.6791280087392493,00:07
57,0.3292812407016754,0.27823421359062195,0.711558096285819,00:06
58,0.32629188895225525,0.2752726674079895,0.7421825396825397,00:07
59,0.33103621006011963,0.27775242924690247,0.7529990191137341,00:06
60,0.32697558403015137,0.2789311707019806,0.7466380209449517,00:07
61,0.33138957619667053,0.27960988879203796,0.7344075767135029,00:07
62,0.33962368965148926,0.27814438939094543,0.7351417199317506,00:07
63,0.33690646290779114,0.27764591574668884,0.7387458091047199,00:07
64,0.3353404700756073,0.27802184224128723,0.7011363792212353,00:07
65,0.3346947431564331,0.28268930315971375,0.7544489078751716,00:07
66,0.3329145908355713,0.2793472409248352,0.7366969403707287,00:07
67,0.33239713311195374,0.28127095103263855,0.7420055483809251,00:07
68,0.32860708236694336,0.2805321514606476,0.7447296779367378,00:06
69,0.32948973774909973,0.278842031955719,0.7464383575766316,00:07
70,0.33064499497413635,0.2783549427986145,0.7462281373064843,00:06
71,0.32525405287742615,0.2765209972858429,0.7492888005156623,00:06
72,0.32490190863609314,0.275547593832016,0.7440395938907393,00:06
73,0.3185058832168579,0.27645790576934814,0.7459224638819989,00:06
74,0.32518497109413147,0.2767081558704376,0.7430077231325617,00:06
75,0.3258010447025299,0.27644258737564087,0.7434704254178277,00:06
76,0.3323112428188324,0.2760000228881836,0.7396076538023204,00:06
77,0.3306683301925659,0.2757841944694519,0.7390257177891703,00:06
